lanzamiento,nivelEducativo,desempeño,nivelDelCurso,estado
Summer,Muy Bajo,mal,Intermediate,Deserto
Winter,Muy Bajo,mal,Basic,Deserto
Summer,Muy Bajo,mal,Basic,Deserto
Fall,Muy Bajo,mal,Basic,Deserto
Fall,Muy Bajo,mal,Intermediate,Deserto
Spring,Alto,mal,Intermediate,Deserto
Fall,Alto,mal,Basic,Deserto
Fall,Alto,mal,Basic,Deserto
Summer,Alto,mal,Basic,Deserto
Spring,Alto,mal,Intermediate,Deserto
Spring,Alto,mal,Intermediate,Deserto
Spring,Alto,mal,Intermediate,Deserto
Summer,Alto,mal,Intermediate,Deserto
Spring,Alto,mal,Basic,Deserto
Fall,Alto,mal,Intermediate,Deserto
Summer,Alto,mal,Basic,Deserto
Summer,Alto,mal,Basic,Deserto
Spring,Alto,mal,Intermediate,Deserto
Spring,Alto,mal,Intermediate,Deserto
Summer,Alto,mal,Intermediate,Deserto
Summer,Alto,mal,Basic,Deserto
Fall,Alto,mal,Basic,Deserto
Spring,Alto,mal,Intermediate,Deserto
Spring,Alto,mal,Basic,Deserto
Spring,Alto,mal,Intermediate,Deserto
Summer,Alto,buen,Basic,Deserto
Spring,Alto,mal,Basic,Deserto
Summer,Alto,mal,Intermediate,Deserto
Winter,Muy Bajo,mal,Basic,Deserto
Summer,Muy Bajo,mal,Basic,Deserto
Spring,Muy Bajo,mal,Basic,Deserto
Summer,Muy Bajo,mal,Basic,Deserto
Fall,Muy Bajo,mal,Basic,Deserto
Summer,Muy Bajo,mal,Basic,Deserto
Fall,Muy Bajo,mal,Basic,Deserto
Winter,Muy Bajo,mal,Basic,Deserto
Summer,Muy Bajo,mal,Basic,Deserto
Summer,Muy Bajo,mal,Basic,Deserto
Summer,Muy Bajo,mal,Basic,Deserto
Fall,Muy Bajo,mal,Basic,Deserto
Spring,Muy Bajo,mal,Basic,Deserto
Spring,Muy Bajo,mal,Basic,Deserto
Fall,Muy Alto,mal,Basic,Deserto
Fall,Muy Alto,mal,Basic,Deserto
Fall,Muy Alto,mal,Basic,Deserto
Summer,Muy Alto,mal,Basic,Deserto
Fall,Muy Alto,mal,Advanced,Deserto
Spring,Muy Alto,mal,Basic,Deserto
Summer,Muy Alto,mal,Basic,Deserto
Fall,Muy Alto,mal,Basic,Deserto
Spring,Muy Alto,mal,Intermediate,Deserto
Summer,Muy Alto,mal,Basic,Deserto
Summer,Muy Alto,mal,Intermediate,Deserto
Fall,Muy Alto,mal,Advanced,Deserto
Fall,Muy Alto,mal,Basic,Deserto
Winter,Muy Alto,mal,Basic,Deserto
Fall,Muy Alto,mal,Intermediate,Deserto
Summer,Muy Alto,mal,Basic,Deserto
Summer,Muy Alto,mal,Intermediate,Deserto
Spring,Medio,mal,Basic,Deserto
Fall,Medio,mal,Basic,Deserto
Winter,Medio,mal,Basic,Deserto
Fall,Medio,mal,Basic,Deserto
Fall,Medio,mal,Intermediate,Deserto
Spring,Medio,mal,Intermediate,Deserto
Summer,Medio,mal,Intermediate,Deserto
Spring,Medio,mal,Basic,Deserto
Summer,Medio,mal,Basic,Deserto
Summer,Medio,mal,Advanced,Deserto
Spring,Medio,mal,Basic,Deserto
Winter,Medio,mal,Basic,Deserto
Spring,Medio,mal,Basic,Deserto
Summer,Medio,mal,Basic,Deserto
Summer,Medio,mal,Intermediate,Deserto
Summer,Medio,mal,Basic,Deserto
Fall,Medio,mal,Basic,Deserto
Summer,Medio,mal,Basic,Deserto
Fall,Medio,mal,Advanced,Deserto
Summer,Medio,mal,Intermediate,Deserto
Fall,Bajo,mal,Basic,Deserto
Summer,Medio,mal,Intermediate,Deserto
Spring,Medio,mal,Basic,Deserto
Summer,Medio,mal,Basic,Deserto
Summer,Medio,mal,Basic,Deserto
Summer,Medio,mal,Basic,Deserto
Fall,Medio,mal,Intermediate,Deserto
Summer,Medio,mal,Basic,Deserto
Summer,Medio,mal,Advanced,Deserto
Winter,Bajo,mal,Intermediate,Deserto
Fall,Medio,mal,Basic,Deserto
Fall,Medio,mal,Intermediate,Deserto
Summer,Medio,mal,Basic,Deserto
Summer,Medio,mal,Intermediate,Deserto
Winter,Medio,mal,Basic,Deserto
Summer,Medio,mal,Basic,Deserto
Summer,Medio,mal,Basic,Deserto
Winter,Medio,mal,Intermediate,Deserto
Summer,Medio,mal,Basic,Deserto
Fall,Medio,mal,Intermediate,Deserto
Summer,Medio,mal,Intermediate,Deserto
Spring,Medio,mal,Basic,Deserto
Summer,Medio,mal,Intermediate,Deserto
Fall,Medio,mal,Basic,Deserto
Fall,Medio,mal,Intermediate,Deserto
Spring,Bajo,mal,Basic,Deserto
Summer,Medio,mal,Basic,Deserto
Spring,Medio,mal,Basic,Deserto
Summer,Medio,mal,Basic,Deserto
Spring,Medio,mal,Basic,Deserto
Summer,Medio,buen,Basic,Deserto
Summer,Medio,mal,Basic,Deserto
Summer,Medio,mal,Basic,Deserto
Spring,Medio,mal,Basic,Deserto
Summer,Medio,mal,Basic,Deserto
Fall,Medio,mal,Basic,Deserto
Summer,Medio,mal,Advanced,Deserto
Spring,Medio,mal,Basic,Deserto
Fall,Bajo,buen,Basic,Deserto
Summer,Medio,mal,Basic,Deserto
Spring,Medio,mal,Basic,Deserto
Summer,Bajo,mal,Basic,Deserto
Fall,Medio,mal,Basic,Deserto
Spring,Medio,mal,Basic,Deserto
Fall,Medio,mal,Intermediate,Deserto
Fall,Medio,mal,Intermediate,Deserto
Spring,Bajo,buen,Intermediate,Deserto
Spring,Medio,mal,Intermediate,Deserto
Summer,Medio,buen,Basic,Deserto
Summer,Medio,mal,Advanced,Deserto
Fall,Medio,mal,Basic,Deserto
Summer,Bajo,mal,Advanced,Deserto
Summer,Medio,mal,Basic,Deserto
Spring,Medio,mal,Basic,Deserto
Summer,Medio,mal,Basic,Deserto
Spring,Bajo,mal,Basic,Deserto
Spring,Medio,mal,Advanced,Deserto
Fall,Bajo,mal,Basic,Deserto
Summer,Medio,mal,Intermediate,Deserto
Summer,Bajo,mal,Intermediate,Deserto
Fall,Bajo,mal,Basic,Deserto
Summer,Medio,mal,Basic,Deserto
Winter,Bajo,mal,Intermediate,Deserto
Summer,Medio,mal,Basic,Deserto
Summer,Medio,mal,Basic,Deserto
Fall,Alto,mal,Intermediate,Deserto
Winter,Alto,mal,Basic,Deserto
Fall,Alto,mal,Basic,Deserto
Winter,Alto,mal,Basic,Deserto
Summer,Alto,mal,Basic,Deserto
Fall,Alto,mal,Intermediate,Deserto
Summer,Alto,mal,Basic,Deserto
Winter,Alto,mal,Basic,Deserto
Fall,Alto,mal,Basic,Deserto
Summer,Alto,mal,Basic,Deserto
Summer,Alto,mal,Basic,Deserto
Winter,Alto,mal,Basic,Deserto
Summer,Alto,mal,Basic,Deserto
Summer,Alto,mal,Basic,Deserto
Spring,Alto,mal,Basic,Deserto
Fall,Alto,mal,Basic,Deserto
Summer,Alto,mal,Intermediate,Deserto
Spring,Alto,mal,Intermediate,Deserto
Fall,Alto,mal,Basic,Deserto
Fall,Alto,mal,Basic,Deserto
Fall,Alto,mal,Basic,Deserto
Spring,Alto,mal,Basic,Deserto
Summer,Alto,mal,Basic,Deserto
Winter,Alto,mal,Basic,Deserto
Fall,Alto,mal,Intermediate,Deserto
Winter,Alto,mal,Basic,Deserto
Fall,Alto,mal,Basic,Deserto
Spring,Alto,mal,Intermediate,Deserto
Summer,Alto,mal,Basic,Deserto
Winter,Alto,mal,Basic,Deserto
Winter,Alto,mal,Basic,Deserto
Spring,Alto,mal,Basic,Deserto
Summer,Alto,mal,Intermediate,Deserto
Spring,Alto,mal,Basic,Deserto
Summer,Alto,mal,Intermediate,Deserto
Fall,Alto,mal,Basic,Deserto
Fall,Alto,mal,Intermediate,Deserto
Summer,Alto,mal,Basic,Deserto
Fall,Alto,mal,Basic,Deserto
Spring,Alto,mal,Basic,Deserto
Summer,Alto,mal,Basic,Deserto
Fall,Alto,mal,Basic,Deserto
Winter,Alto,mal,Basic,Deserto
Summer,Alto,mal,Advanced,Deserto
Summer,Alto,mal,Basic,Deserto
Summer,Alto,mal,Basic,Deserto
Fall,Alto,mal,Basic,Deserto
Summer,Alto,mal,Advanced,Deserto
Spring,Alto,mal,Basic,Deserto
Summer,Alto,mal,Basic,Deserto
Fall,Alto,mal,Basic,Deserto
Fall,Alto,mal,Basic,Deserto
Spring,Alto,mal,Basic,Deserto
Fall,Alto,mal,Basic,Deserto
Summer,Alto,mal,Basic,Deserto
Fall,Alto,mal,Basic,Deserto
Summer,Alto,mal,Basic,Deserto
Fall,Alto,mal,Basic,Deserto
Spring,Alto,mal,Basic,Deserto
Summer,Alto,mal,Advanced,Deserto
Spring,Alto,mal,Intermediate,Deserto
Summer,Alto,mal,Basic,Deserto
Fall,Alto,mal,Basic,Deserto
Spring,Alto,mal,Intermediate,Deserto
Summer,Alto,mal,Intermediate,Deserto
Summer,Alto,mal,Advanced,Deserto
Summer,Alto,mal,Intermediate,Deserto
Winter,Alto,mal,Intermediate,Deserto
Fall,Alto,mal,Basic,Deserto
Spring,Alto,mal,Advanced,Deserto
Spring,Alto,mal,Intermediate,Deserto
Spring,Alto,buen,Intermediate,Deserto
Fall,Alto,mal,Basic,Deserto
Summer,Medio,mal,Basic,Deserto
Winter,Medio,mal,Basic,Deserto
Winter,Medio,mal,Intermediate,Deserto
Winter,Medio,buen,Intermediate,Deserto
Summer,Medio,buen,Intermediate,Deserto
Summer,Medio,mal,Intermediate,Deserto
Summer,Medio,mal,Basic,Deserto
Winter,Medio,mal,Basic,Deserto
Summer,Medio,mal,Intermediate,Deserto
Summer,Medio,mal,Intermediate,Deserto
Fall,Medio,mal,Basic,Deserto
Summer,Medio,mal,Basic,Deserto
Winter,Medio,mal,Basic,Deserto
Summer,Medio,mal,Intermediate,Deserto
Summer,Medio,mal,Basic,Deserto
Fall,Medio,mal,Intermediate,Deserto
Summer,Medio,mal,Intermediate,Deserto
Fall,Medio,mal,Intermediate,Deserto
Summer,Medio,mal,Basic,Deserto
Fall,Medio,buen,Intermediate,Deserto
Summer,Medio,mal,Basic,Deserto
Summer,Medio,mal,Intermediate,Deserto
Summer,Medio,mal,Basic,Deserto
Winter,Bajo,mal,Basic,Deserto
Winter,Bajo,mal,Basic,Deserto
Winter,Bajo,mal,Basic,Deserto
Spring,Bajo,mal,Basic,Deserto
Summer,Bajo,mal,Basic,Deserto
Winter,Medio,mal,Basic,Deserto
Spring,Medio,mal,Basic,Deserto
Spring,Medio,mal,Basic,Deserto
Spring,Medio,mal,Intermediate,Deserto
Spring,Medio,mal,Basic,Deserto
Spring,Medio,mal,Basic,Deserto
Spring,Medio,mal,Basic,Deserto
Spring,Medio,mal,Basic,Deserto
Spring,Medio,mal,Advanced,Deserto
Spring,Medio,mal,Advanced,Deserto
Spring,Medio,mal,Basic,Deserto
Spring,Medio,mal,Intermediate,Deserto
Winter,Medio,mal,Basic,Deserto
Winter,Muy Alto,mal,Basic,Deserto
Winter,Muy Alto,mal,Basic,Deserto
Winter,Muy Alto,mal,Basic,Deserto
Winter,Muy Alto,mal,Advanced,Deserto
Winter,Muy Alto,mal,Basic,Deserto
Spring,Muy Alto,mal,Intermediate,Deserto
Spring,Muy Alto,mal,Basic,Deserto
Winter,Bajo,mal,Basic,Deserto
Spring,Bajo,mal,Advanced,Deserto
Winter,Bajo,mal,Basic,Deserto
Winter,Bajo,mal,Basic,Deserto
Spring,Bajo,mal,Intermediate,Deserto
Spring,Bajo,mal,Basic,Deserto
Spring,Bajo,mal,Basic,Deserto
Winter,Bajo,mal,Basic,Deserto
Spring,Bajo,mal,Basic,Deserto
Spring,Bajo,mal,Intermediate,Deserto
Spring,Bajo,mal,Basic,Deserto
Spring,Bajo,mal,Intermediate,Deserto
Spring,Bajo,mal,Basic,Deserto
Spring,Bajo,mal,Intermediate,Deserto
Spring,Bajo,mal,Basic,Deserto
Spring,Bajo,mal,Basic,Deserto
Winter,Bajo,mal,Basic,Deserto
Spring,Bajo,mal,Intermediate,Deserto
Winter,Bajo,mal,Advanced,Deserto
Spring,Bajo,mal,Basic,Deserto
Spring,Bajo,mal,Intermediate,Deserto
Winter,Bajo,mal,Basic,Deserto
Spring,Bajo,mal,Basic,Deserto
Winter,Bajo,mal,Basic,Deserto
Winter,Bajo,mal,Basic,Deserto
Spring,Bajo,mal,Advanced,Deserto
Winter,Bajo,mal,Advanced,Deserto
Spring,Bajo,mal,Advanced,Deserto
Spring,Bajo,mal,Basic,Deserto
Winter,Bajo,mal,Basic,Deserto
Spring,Muy Alto,mal,Basic,Deserto
Spring,Muy Alto,mal,Basic,Deserto
Winter,Muy Alto,mal,Basic,Deserto
Winter,Muy Alto,mal,Basic,Deserto
Spring,Muy Alto,mal,Basic,Deserto
Winter,Muy Alto,mal,Basic,Deserto
Spring,Muy Alto,mal,Basic,Deserto
Winter,Muy Alto,mal,Intermediate,Deserto
Spring,Muy Alto,mal,Basic,Deserto
Spring,Muy Alto,mal,Basic,Deserto
Spring,Muy Alto,mal,Basic,Deserto
Winter,Muy Alto,mal,Intermediate,Deserto
Spring,Muy Alto,mal,Advanced,Deserto
Spring,Muy Alto,mal,Advanced,Deserto
Spring,Muy Alto,mal,Intermediate,Deserto
Spring,Muy Alto,mal,Intermediate,Deserto
Spring,Muy Alto,mal,Basic,Deserto
Spring,Alto,mal,Basic,Deserto
Spring,Alto,mal,Basic,Deserto
Spring,Alto,mal,Intermediate,Deserto
Winter,Alto,mal,Advanced,Deserto
Spring,Alto,mal,Intermediate,Deserto
Winter,Alto,mal,Intermediate,Deserto
Spring,Alto,mal,Basic,Deserto
Spring,Alto,mal,Advanced,Deserto
Spring,Alto,mal,Intermediate,Deserto
Spring,Alto,mal,Advanced,Deserto
Spring,Alto,mal,Basic,Deserto
Winter,Alto,mal,Intermediate,Deserto
Spring,Alto,mal,Intermediate,Deserto
Winter,Alto,mal,Advanced,Deserto
Spring,Alto,mal,Advanced,Deserto
Spring,Alto,mal,Advanced,Deserto
Spring,Alto,mal,Basic,Deserto
Spring,Alto,mal,Basic,Deserto
Spring,Alto,mal,Intermediate,Deserto
Winter,Alto,mal,Advanced,Deserto
Spring,Muy Bajo,mal,Basic,Deserto
Spring,Muy Bajo,mal,Intermediate,Deserto
Spring,Muy Bajo,mal,Intermediate,Deserto
Spring,Muy Bajo,mal,Advanced,Deserto
Spring,Muy Bajo,mal,Intermediate,Deserto
Spring,Muy Bajo,mal,Basic,Deserto
Spring,Muy Bajo,mal,Intermediate,Deserto
Spring,Muy Bajo,mal,Intermediate,Deserto
Spring,Muy Bajo,mal,Intermediate,Deserto
Spring,Muy Bajo,mal,Intermediate,Deserto
Winter,Muy Bajo,mal,Advanced,Deserto
Winter,Muy Bajo,mal,Intermediate,Deserto
Spring,Muy Bajo,mal,Advanced,Deserto
Winter,Muy Bajo,mal,Advanced,Deserto
Spring,Muy Bajo,mal,Basic,Deserto
Spring,Muy Bajo,mal,Intermediate,Deserto
Winter,Muy Bajo,mal,Basic,Deserto
Spring,Muy Bajo,mal,Advanced,Deserto
Spring,Muy Bajo,mal,Intermediate,Deserto
Winter,Muy Bajo,mal,Intermediate,Deserto
Winter,Muy Bajo,mal,Advanced,Deserto
Spring,Muy Bajo,mal,Advanced,Deserto
Winter,Medio,mal,Intermediate,Deserto
Spring,Medio,mal,Intermediate,Deserto
Spring,Medio,mal,Intermediate,Deserto
Spring,Medio,mal,Basic,Deserto
Spring,Medio,mal,Intermediate,Deserto
Spring,Medio,mal,Basic,Deserto
Winter,Medio,mal,Intermediate,Deserto
Spring,Medio,mal,Intermediate,Deserto
Spring,Medio,mal,Basic,Deserto
Winter,Medio,mal,Intermediate,Deserto
Spring,Bajo,mal,Advanced,Deserto
Spring,Bajo,mal,Advanced,Deserto
Winter,Bajo,mal,Advanced,Deserto
Spring,Bajo,mal,Advanced,Deserto
Spring,Bajo,mal,Intermediate,Deserto
Spring,Bajo,mal,Intermediate,Deserto
Spring,Bajo,mal,Intermediate,Deserto
Spring,Bajo,mal,Advanced,Deserto
Spring,Bajo,mal,Intermediate,Deserto
Winter,Bajo,mal,Intermediate,Deserto
Spring,Bajo,mal,Advanced,Deserto
Winter,Bajo,mal,Intermediate,Deserto
Spring,Bajo,mal,Intermediate,Deserto
Spring,Medio,mal,Advanced,Deserto
Spring,Muy Bajo,mal,Basic,Deserto
Winter,Muy Bajo,buen,Intermediate,Deserto
Spring,Muy Bajo,mal,Basic,Deserto
Winter,Muy Bajo,mal,Basic,Deserto
Spring,Muy Bajo,mal,Basic,Deserto
Spring,Muy Bajo,mal,Basic,Deserto
Spring,Muy Bajo,mal,Basic,Deserto
Spring,Muy Bajo,buen,Intermediate,Deserto
Spring,Muy Bajo,mal,Intermediate,Deserto
Winter,Muy Bajo,mal,Intermediate,Deserto
Spring,Muy Bajo,mal,Basic,Deserto
Spring,Muy Bajo,mal,Basic,Deserto
Winter,Alto,mal,Basic,Deserto
Winter,Muy Bajo,mal,Advanced,Deserto
Winter,Alto,mal,Basic,Deserto
Spring,Alto,mal,Intermediate,Deserto
Spring,Alto,mal,Basic,Deserto
Spring,Alto,mal,Intermediate,Deserto
Spring,Alto,mal,Intermediate,Deserto
Winter,Alto,mal,Intermediate,Deserto
Winter,Alto,mal,Basic,Deserto
Winter,Alto,mal,Basic,Deserto
Winter,Alto,mal,Intermediate,Deserto
Spring,Alto,mal,Advanced,Deserto
Winter,Alto,mal,Basic,Deserto
Spring,Alto,mal,Intermediate,Deserto
Winter,Alto,mal,Intermediate,Deserto
Winter,Alto,mal,Basic,Deserto
Spring,Muy Bajo,mal,Intermediate,Deserto
Spring,Muy Bajo,mal,Basic,Deserto
Winter,Muy Bajo,mal,Basic,Deserto
Spring,Muy Bajo,mal,Basic,Deserto
Spring,Muy Bajo,mal,Basic,Deserto
Spring,Muy Bajo,mal,Intermediate,Deserto
Spring,Muy Bajo,mal,Advanced,Deserto
Winter,Muy Bajo,mal,Basic,Deserto
Spring,Muy Bajo,mal,Intermediate,Deserto
Winter,Muy Bajo,mal,Basic,Deserto
Spring,Muy Bajo,mal,Intermediate,Deserto
Spring,Muy Bajo,mal,Intermediate,Deserto
Spring,Muy Bajo,mal,Basic,Deserto
Spring,Bajo,mal,Basic,Deserto
Winter,Muy Alto,mal,Advanced,Deserto
Spring,Muy Alto,mal,Basic,Deserto
Spring,Muy Alto,mal,Basic,Deserto
Spring,Muy Alto,mal,Advanced,Deserto
Winter,Muy Alto,mal,Advanced,Deserto
Spring,Muy Alto,mal,Intermediate,Deserto
Spring,Muy Alto,mal,Basic,Deserto
Spring,Medio,mal,Intermediate,Deserto
Spring,Medio,mal,Intermediate,Deserto
Winter,Medio,mal,Intermediate,Deserto
Spring,Medio,mal,Intermediate,Deserto
Spring,Medio,mal,Basic,Deserto
Spring,Medio,mal,Basic,Deserto
Spring,Medio,mal,Advanced,Deserto
Spring,Medio,mal,Basic,Deserto
Winter,Medio,mal,Basic,Deserto
Spring,Medio,mal,Basic,Deserto
Winter,Medio,mal,Intermediate,Deserto
Winter,Medio,mal,Intermediate,Deserto
Winter,Medio,mal,Basic,Deserto
Winter,Medio,mal,Basic,Deserto
Winter,Medio,buen,Intermediate,Deserto
Spring,Medio,buen,Intermediate,Deserto
Spring,Medio,mal,Advanced,Deserto
Winter,Medio,buen,Basic,Deserto
Spring,Bajo,mal,Basic,Deserto
Winter,Medio,mal,Advanced,Deserto
Winter,Medio,buen,Basic,Deserto
Spring,Medio,buen,Basic,Deserto
Spring,Bajo,mal,Intermediate,Deserto
Winter,Medio,mal,Intermediate,Deserto
Spring,Medio,buen,Basic,Deserto
Spring,Medio,buen,Basic,Deserto
Spring,Bajo,buen,Advanced,Deserto
Spring,Medio,buen,Advanced,Deserto
Spring,Medio,buen,Basic,Deserto
Winter,Medio,mal,Basic,Deserto
Winter,Medio,buen,Basic,Deserto
Spring,Medio,buen,Basic,Deserto
Spring,Medio,mal,Advanced,Deserto
Spring,Bajo,mal,Basic,Deserto
Spring,Medio,buen,Advanced,Deserto
Spring,Bajo,mal,Basic,Deserto
Spring,Alto,mal,Basic,Deserto
Spring,Alto,mal,Intermediate,Deserto
Spring,Alto,mal,Basic,Deserto
Spring,Alto,mal,Basic,Deserto
Spring,Alto,mal,Basic,Deserto
Spring,Alto,mal,Basic,Deserto
Winter,Alto,mal,Basic,Deserto
Winter,Alto,mal,Basic,Deserto
Spring,Alto,mal,Basic,Deserto
Spring,Alto,mal,Intermediate,Deserto
Spring,Alto,mal,Intermediate,Deserto
Winter,Alto,mal,Basic,Deserto
Spring,Alto,mal,Basic,Deserto
Spring,Alto,mal,Basic,Deserto
Spring,Alto,mal,Intermediate,Deserto
Spring,Muy Bajo,mal,Basic,Deserto
Spring,Alto,mal,Intermediate,Deserto
Spring,Alto,mal,Basic,Deserto
Spring,Alto,mal,Basic,Deserto
Winter,Alto,mal,Basic,Deserto
Spring,Alto,mal,Basic,Deserto
Spring,Alto,mal,Intermediate,Deserto
Spring,Alto,mal,Basic,Deserto
Winter,Alto,mal,Basic,Deserto
Spring,Alto,mal,Intermediate,Deserto
Winter,Alto,mal,Intermediate,Deserto
Spring,Alto,mal,Intermediate,Deserto
Spring,Alto,mal,Advanced,Deserto
Winter,Alto,mal,Intermediate,Deserto
Spring,Alto,mal,Intermediate,Deserto
Spring,Alto,mal,Intermediate,Deserto
Winter,Alto,muy buen,Advanced,Deserto
Spring,Alto,buen,Advanced,Deserto
Spring,Medio,mal,Intermediate,Deserto
Spring,Medio,mal,Basic,Deserto
Spring,Medio,mal,Basic,Deserto
Spring,Medio,mal,Basic,Deserto
Spring,Medio,mal,Basic,Deserto
Spring,Medio,mal,Basic,Deserto
Spring,Medio,mal,Basic,Deserto
Spring,Medio,buen,Advanced,Deserto
Spring,Medio,mal,Advanced,Deserto
Spring,Medio,mal,Basic,Deserto
Spring,Medio,mal,Basic,Deserto
Spring,Medio,mal,Basic,Deserto
Spring,Medio,mal,Basic,Deserto
Spring,Medio,mal,Basic,Deserto
Spring,Medio,mal,Basic,Deserto
Spring,Medio,buen,Basic,Deserto
Spring,Bajo,mal,Basic,Deserto
Winter,Bajo,mal,Basic,Deserto
Winter,Bajo,mal,Basic,Deserto
Winter,Bajo,mal,Basic,Deserto
Spring,Bajo,mal,Basic,Deserto
